epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
110,47682.3,1.29745,1.08946,1.40335,0.67021,0.57763,0.63952,0.33199,1.63921,1.35638,1.71845,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
111,48157.2,1.30024,1.08726,1.41057,0.6695,0.57952,0.63901,0.33211,1.64104,1.3589,1.71938,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
112,48637.4,1.29603,1.08319,1.40674,0.66824,0.58153,0.63837,0.33124,1.64316,1.36149,1.72016,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
113,49115.3,1.28796,1.06577,1.39941,0.66348,0.58232,0.63716,0.33069,1.64527,1.36333,1.72093,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
114,49611,1.27766,1.05777,1.39275,0.6607,0.58182,0.63603,0.33002,1.6478,1.36567,1.7228,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
115,50088.5,1.27849,1.0613,1.38828,0.66279,0.58342,0.63552,0.3296,1.64889,1.36814,1.72286,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
116,50567.4,1.27063,1.05099,1.38305,0.66241,0.58483,0.63496,0.32931,1.65114,1.37102,1.72363,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
117,51057,1.27379,1.04267,1.38411,0.66529,0.58223,0.6345,0.32896,1.65274,1.37265,1.7236,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
118,51515.5,1.26124,1.03035,1.37714,0.66599,0.58125,0.63347,0.3288,1.65433,1.37453,1.72432,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
119,51992.6,1.25555,1.02354,1.37158,0.66249,0.58265,0.63271,0.32812,1.65688,1.37741,1.72581,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
120,52462.6,1.25309,1.01492,1.36801,0.65985,0.58134,0.63253,0.32704,1.65924,1.38081,1.72687,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
121,52949.1,1.24217,1.01131,1.36041,0.66411,0.5807,0.63212,0.32646,1.66141,1.38351,1.72787,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
122,53440.8,1.24505,1.01058,1.36365,0.66761,0.57744,0.63151,0.326,1.6641,1.38656,1.72927,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
123,53927.2,1.23155,0.99019,1.35188,0.66887,0.57944,0.63209,0.32565,1.66668,1.38982,1.7308,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
124,54412.6,1.23045,0.99085,1.34898,0.6773,0.57488,0.63275,0.32521,1.66867,1.39276,1.73204,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
125,54893.9,1.22061,0.97787,1.34114,0.67615,0.57602,0.63229,0.32486,1.67088,1.39633,1.7332,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
126,55380.2,1.21464,0.9766,1.34005,0.67588,0.5764,0.63107,0.32395,1.67216,1.39835,1.73337,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
127,55879,1.21395,0.96822,1.33753,0.68003,0.57158,0.63042,0.32349,1.67412,1.40134,1.73466,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
128,56358.9,1.20681,0.95079,1.33105,0.67746,0.57284,0.62955,0.32287,1.67646,1.40488,1.73606,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
129,56849.6,1.19814,0.95388,1.32544,0.67765,0.57144,0.62782,0.32223,1.6789,1.4097,1.73769,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
130,57338.3,1.19993,0.94679,1.32328,0.67435,0.57414,0.62672,0.32176,1.68104,1.41371,1.73925,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
131,57823.7,1.19366,0.93714,1.32163,0.67534,0.57117,0.6257,0.32089,1.68344,1.41681,1.74072,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
132,58303.1,1.1839,0.9338,1.31593,0.66317,0.57723,0.62513,0.32023,1.68537,1.42103,1.7423,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
133,58777.6,1.17897,0.92223,1.30916,0.66258,0.57603,0.6242,0.31984,1.68763,1.42633,1.74413,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
134,59256,1.17633,0.92139,1.30556,0.66319,0.57471,0.62368,0.31944,1.69005,1.43067,1.74603,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
135,59765.4,1.1699,0.91367,1.30352,0.66484,0.5734,0.62276,0.31884,1.69254,1.43387,1.74816,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
136,60262.9,1.16152,0.91206,1.29837,0.66815,0.57194,0.62216,0.31826,1.69464,1.43703,1.74965,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
